Product Name,Name,Rating,Title,Date,Verified Purchase,Variant Details,Helpful Count,Review Body,Photo URLs
"Swisse Fish Oil with 1500mg Omega 3 - One Capsule Per Serving, Highest Omega-3 Content, Manufactured In Australia - 40 Days Pack","bb malik","3.0","","28 October 2024","Verified Purchase","Size: 200 count (Pack of 1)","3 people found this helpful","After using for one and a half month felt not much improvement.Just so-so.","No Photos"
"Swisse Fish Oil with 1500mg Omega 3 - One Capsule Per Serving, Highest Omega-3 Content, Manufactured In Australia - 40 Days Pack","Anupam M.","4.0","","13 October 2020","Verified Purchase","Size: 200 count (Pack of 1)","5 people found this helpful","The capsules are odourless - the biggest plus! Also, the EPA & DHA ratios are decently balanced. Started consuming these & can say that these capsules are one of the finest I have had. No fishy after taste or fishy burps. Leaving a 4 star just because it could have been priced a little lower than what it is right now.","https://m.media-amazon.com/images/I/61JL6mpGHYL._SY88.jpg | https://m.media-amazon.com/images/I/61MvlTtWlFL._SY88.jpg"
"Swisse Fish Oil with 1500mg Omega 3 - One Capsule Per Serving, Highest Omega-3 Content, Manufactured In Australia - 40 Days Pack","Rose","5.0","","7 March 2025","Verified Purchase","N/A","One person found this helpful","Good product","No Photos"
"Swisse Fish Oil with 1500mg Omega 3 - One Capsule Per Serving, Highest Omega-3 Content, Manufactured In Australia - 40 Days Pack","SUNIL Chaudhari","4.0","","2 June 2024","Verified Purchase","Size: 200 count (Pack of 1)","0 people found this helpful","Good","No Photos"
"Swisse Fish Oil with 1500mg Omega 3 - One Capsule Per Serving, Highest Omega-3 Content, Manufactured In Australia - 40 Days Pack","Mansi Dhupar","5.0","","7 October 2020","Verified Purchase","Size: 200 count (Pack of 1)","9 people found this helpful","I had been meaning to buy fish oil capsules and finally got my hands on these Swisse ones. I was surprised to see such a big jar which has 200 capsules. I take one capsule daily for my overall health although different doses are recommended for different purposes (mentioned on the jar). The capsules are quite big in size and hold good nutrient value. They are odourless and do not leave a fishy after taste. Very happy with the product. Totally recommended!","https://m.media-amazon.com/images/I/61KdqoyCGNL._SY88.jpg | https://m.media-amazon.com/images/I/71WNXh4vkSL._SY88.jpg"
"Swisse Fish Oil with 1500mg Omega 3 - One Capsule Per Serving, Highest Omega-3 Content, Manufactured In Australia - 40 Days Pack","Ravi","1.0","","16 November 2025","Verified Purchase","Size: 200 count (Pack of 1)","4 people found this helpful","Nowhere mentioned about the EPA DHA details Other manufacturers are mentioning EPA DHA. SWISS not mentioning anywhere. So be cautious about buying Lee them clarify and mentioned on the Bhogle. How much is the RPA DHA","No Photos"
"Swisse Fish Oil with 1500mg Omega 3 - One Capsule Per Serving, Highest Omega-3 Content, Manufactured In Australia - 40 Days Pack","Jasshaswee","5.0","","3 September 2021","Verified Purchase","N/A","One person found this helpful","Great supplement. Am having it daily at night after food. It has higher EPA & DHA and more fish oil per capsule than 1000mg standard fish oil capsules. Best part is no fishy smell and taste . Its good for joint, eye, heart and brain health and reduces stress, which are very important in today's time. Capsule size is bit big but i can swallow it easily.","https://m.media-amazon.com/images/I/81X6CMSNgKL._SY88.jpg | https://m.media-amazon.com/images/I/91GFle9mmIL._SY88.jpg"
"Swisse Fish Oil with 1500mg Omega 3 - One Capsule Per Serving, Highest Omega-3 Content, Manufactured In Australia - 40 Days Pack","Amazon Customer","5.0","","24 February 2022","Verified Purchase","Size: 200 count (Pack of 1)","2 people found this helpful","I had read some awful reviews about this product, like made in romania, expiry date within a few months, box came opened etc. I just received the product, very well packed, well sealed, expiry 2024, country of origin Australia. So I'm 100% happy with the product. It's what I used to have in Australia exactly. Go ahead buy the product, it's great","https://m.media-amazon.com/images/I/71ZRXBNKmnL._SY88.jpg"
"Swisse Fish Oil with 1500mg Omega 3 - One Capsule Per Serving, Highest Omega-3 Content, Manufactured In Australia - 40 Days Pack","Deepa","4.0","","18 December 2023","Verified Purchase","N/A","One person found this helpful","Quality of the product is good. Highly recommended 👍😊","No Photos"
"Swisse Fish Oil with 1500mg Omega 3 - One Capsule Per Serving, Highest Omega-3 Content, Manufactured In Australia - 40 Days Pack","saba","5.0","","22 April 2021","Verified Purchase","Size: 200 count (Pack of 1)","0 people found this helpful","These days our lifestyle is such that we cannot get all Nutrients from our diet, so Supplements are must to maintain Immunity and health.. These Swisse ultiboost came handy for our family. I choose them as they are Best Australian Gold standard Health Supplements. They are odorless and leave no fishy flavour..Had these Capsules for a while and they definitely supported Heart,Brain, Eye and Joint Health of my Family Members.","https://m.media-amazon.com/images/I/A1pUMZJ2pwL._SY88.jpg | https://m.media-amazon.com/images/I/91O5BuytziL._SY88.jpg | https://m.media-amazon.com/images/I/A1RkIEi5ezL._SY88.jpg | https://m.media-amazon.com/images/I/91OeV9IWmGL._SY88.jpg"
"Swisse Fish Oil with 1500mg Omega 3 - One Capsule Per Serving, Highest Omega-3 Content, Manufactured In Australia - 40 Days Pack","Amazon Customer","4.0","","6 September 2023","Verified Purchase","N/A","2 people found this helpful","I don't know about the benefits. I am consuming daily as per their recommendation.","No Photos"
"Swisse Fish Oil with 1500mg Omega 3 - One Capsule Per Serving, Highest Omega-3 Content, Manufactured In Australia - 40 Days Pack","nd thesia","4.0","","3 December 2023","Verified Purchase","Size: 200 count (Pack of 1)","0 people found this helpful","No odour or smells good product. Fill good","No Photos"
"Swisse Fish Oil with 1500mg Omega 3 - One Capsule Per Serving, Highest Omega-3 Content, Manufactured In Australia - 40 Days Pack","Samarjeet Satapathy","4.0","","16 September 2021","Verified Purchase","N/A","2 people found this helpful","Very good tablets.  Pros : 1. No odor 2. No gastric effect 3. Effective  Cons: 1. Too big to swallow, might get stuck in throat 2. Box was open , luckily the box was covered in Amazon polythene cover.","No Photos"
"Swisse Fish Oil with 1500mg Omega 3 - One Capsule Per Serving, Highest Omega-3 Content, Manufactured In Australia - 40 Days Pack","Rigden Lama","4.0","","6 December 2023","Verified Purchase","Size: 200 count (Pack of 1)","One person found this helpful","No doubt product go for it guys","No Photos"
"Swisse Fish Oil with 1500mg Omega 3 - One Capsule Per Serving, Highest Omega-3 Content, Manufactured In Australia - 40 Days Pack","Janaki","5.0","","11 February 2023","Verified Purchase","Size: 200 count (Pack of 1)","5 people found this helpful","I have tried all sorts of fish oil capsules but this one is the best! Its the perfect amount of RDA, my mom who is a anxiety patient and my dad who has joint problems have been taking it. They havent complained one bit esp considering that they are pure veg.","No Photos"
"Swisse Fish Oil with 1500mg Omega 3 - One Capsule Per Serving, Highest Omega-3 Content, Manufactured In Australia - 40 Days Pack","MI","5.0","","28 August 2024","Verified Purchase","Size: 40 count (Pack of 1)","One person found this helpful","These tabs are really effective, really helped my dry eyes. Go for it.","No Photos"
"Swisse Fish Oil with 1500mg Omega 3 - One Capsule Per Serving, Highest Omega-3 Content, Manufactured In Australia - 40 Days Pack","SANDEEP","4.0","","14 October 2022","Verified Purchase","N/A","6 people found this helpful","Appearance is not as of original. Original ones I bought from Australia are of much light colour fish oil. Indian one are darker !!! About quality difference ! don't know !","https://m.media-amazon.com/images/I/712jwA3VjHL._SY88.jpg | https://m.media-amazon.com/images/I/71N8c2M5GiL._SY88.jpg"
"Swisse Fish Oil with 1500mg Omega 3 - One Capsule Per Serving, Highest Omega-3 Content, Manufactured In Australia - 40 Days Pack","RAJAN PAPPACHAN","4.0","","1 November 2023","Verified Purchase","Size: 200 count (Pack of 1)","One person found this helpful","Good Product From Australia & Affordable Price","No Photos"
"Swisse Fish Oil with 1500mg Omega 3 - One Capsule Per Serving, Highest Omega-3 Content, Manufactured In Australia - 40 Days Pack","Fathima","4.0","","22 February 2024","Verified Purchase","Size: 200 count (Pack of 1)","0 people found this helpful","Good","No Photos"
"Swisse Fish Oil with 1500mg Omega 3 - One Capsule Per Serving, Highest Omega-3 Content, Manufactured In Australia - 40 Days Pack","Trish","5.0","","24 October 2023","Verified Purchase","N/A","2 people found this helpful","I have tried other omega tablets, it gives a bad fishy burps and taste later. But with Swisse tablet there is no aftertaste. On effects on body, I didn't find any improvement and issues so far.","No Photos"
"Swisse Fish Oil with 1500mg Omega 3 - One Capsule Per Serving, Highest Omega-3 Content, Manufactured In Australia - 40 Days Pack","Uma","5.0","","19 December 2024","Verified Purchase","N/A","2 people found this helpful","Worth for money..","No Photos"
"Swisse Fish Oil with 1500mg Omega 3 - One Capsule Per Serving, Highest Omega-3 Content, Manufactured In Australia - 40 Days Pack","Selena Edwards","4.0","","22 May 2021","Verified Purchase","N/A","One person found this helpful","To be honest, I didn't notice any difference with my health. I try to be very attentive to changes made by taking vitamins. However, the product was professionally packaged and the product was in good condition. I have no complaints.","No Photos"
"Swisse Fish Oil with 1500mg Omega 3 - One Capsule Per Serving, Highest Omega-3 Content, Manufactured In Australia - 40 Days Pack","Mukesh Sharma","5.0","","27 October 2024","Verified Purchase","Size: 200 count (Pack of 1)","One person found this helpful","Good product for healthy lifestyle","No Photos"
"Swisse Fish Oil with 1500mg Omega 3 - One Capsule Per Serving, Highest Omega-3 Content, Manufactured In Australia - 40 Days Pack","Sreekanthan Kn","5.0","","10 August 2024","Verified Purchase","Size: 200 count (Pack of 1)","0 people found this helpful","The product is fantastic. I will purchase again once it finished.","No Photos"
"Swisse Fish Oil with 1500mg Omega 3 - One Capsule Per Serving, Highest Omega-3 Content, Manufactured In Australia - 40 Days Pack","Raman","4.0","","20 April 2023","Verified Purchase","N/A","2 people found this helpful","There may be a slight stomach upset in the starting, but after regular continuous running, that problem goes away.","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"Swisse Fish Oil with 1500mg Omega 3 - One Capsule Per Serving, Highest Omega-3 Content, Manufactured In Australia - 40 Days Pack","Kristin M","5.0","","5 June 2023","Verified Purchase","Size: 200 count (Pack of 1)","4 people found this helpful","This product does not have a bad smell or any fishy burps. Out of other similar products available I have found this one to be one of the best. I have noticed a difference in my hair, nails, skin, and overall energy.","No Photos"
